	TCGA-BH-A0B5	TCGA-BH-A0C3	TCGA-A7-A13F	TCGA-BH-A18P	TCGA-AC-A2FM
RASGRP3	1.084329296	2.153490743	1.425407536	1.317350834	1.077666257
MIR548F5	0	0	0	0	0
MIR548F4	0	0	0	0	0
MIR548F3	0	0	0	0	0
MIR548F2	0	0	0	0	0
MIR548F1	0	0	0	0	0
LRRN3	0.261804963	1.405631762	0.07991415	0.408090141	0.323680264
WNT6	0.049642505	0.103544333	0.085570054	0.099489302	0.106598814
COX7B2	0	0	0	0	0
HSCB	5.181183488	5.883227202	8.472430355	8.305405963	4.831374805
FLJ37505	0	0	0.803982681	0	0
MIR514B	0	0	0	0	0
LOC440742	0.051952684	0	0	0	0.004609898
ST3GAL6-AS1	0.040114442	0.790223272	0.237690365	0.089326628	0.156616223
IFITM5	0	0.053241546	0	0	0
LOC105370868	0.087759017	0.101693194	0.031515096	0.032570219	0.085657965
HCK	5.577749654	6.469708743	20.37192043	4.621157962	2.209709535
C7orf25	0.16137788	0.14477504	0.173856984	0.284006698	0.157514307
C7orf26	10.22675636	7.376061864	9.695466673	11.57966816	13.1035334
ZNF426	3.194302283	3.771767746	2.96214265	4.807064956	2.109247241
ZNF425	1.609653174	1.47199083	1.610611998	1.736018315	1.74568469
ZNF423	1.967647475	2.08189415	0.696477658	1.142466424	0.627339624
ZNF420	5.072891446	3.628312735	3.39139404	3.481540297	8.94705211
ZNF428	12.57567724	10.88856048	9.021987055	10.60831738	19.51487651
ZNF429	4.426117491	2.291135192	1.708400035	3.084207739	2.501311995
CCDC189	0.960383482	0.794907853	0.236491078	0.177196371	1.896207664
CCDC188	0.31742623	0.257478513	0.022798154	0.023561435	0.144585784
MIR4739	0	0	0	0	0
CCDC181	0.170747157	0.197858003	0.091975386	0.156840284	0.166659273
LINC01511	0	0.023159443	0.010765795	0	0.146307043
CCDC183	0.604680547	0.70730064	0.307282815	0.393787579	1.030072666
CCDC182	0	0	0	0	0.019835859
CCDC185	0.008231858	0	0.718341649	0	0.008034778
CCDC184	0.534020295	0.183970787	0.12439249	0.546367864	0.521235234
LINC01516	0.005651149	0.013096851	0	0	0.005515854
NEDD8	13.01572473	15.55207644	13.85785132	13.56956453	19.30293434
NEDD9	11.55779781	5.804669913	14.46320497	2.077193336	4.534103155
P2RY14	0.702757993	1.378114379	0.297663717	0.621946564	0.504190184
PCYT1B-AS1	0	0	0	0	0
P2RY10	0.815871678	1.673491331	0.10103009	0.668240465	0.274599576
P2RY11	3.801590583	1.639143636	2.524008991	4.052217823	2.36585183
P2RY12	0.454767003	0.569131788	0.940672203	0.182281099	0.31071555
P2RY13	1.223461446	1.630377864	1.179672512	1.321332796	0.662764555
GARNL3	1.508574024	0.499169007	1.288910524	1.143710227	1.225628967
CH17-360D5.1	0	0	0	0	0
SFR1	3.07931472	3.027598706	2.97563724	3.407722123	3.287935901
SHISA4	11.46583782	11.59189811	16.96378538	13.9844136	8.544733554
PCDHB14	0.949074623	0.844101256	0.524437823	1.22436501	2.690182881
SHISA5	39.67127778	44.46627951	65.11418774	25.96994549	36.15257081
LMOD1	6.369862209	10.19856487	5.183522928	3.621946198	3.603242938
LMOD3	0.039542182	0.03207442	0.025559951	0.044026162	0.015438199
LMOD2	0.006191226	0.021522763	0	0.144759181	0.030215003
LOC105375744	0	0	0	0	0
LOC105375747	0	0	0	0	0
LOC105371050	0.384715294	1.783198068	0.227955606	0.449758048	0.356729528
OR5W2	0	0	0	0	0
BTD	10.15224609	8.987126895	14.13882563	6.800387474	4.125858624
LOC101928144	0	0	0	0	0.007535815
RBMY1J	0	0	0	0	0
MIR648	0	0	0	0	0
MIR649	0	0	0	0	0
MIR645	0	0.625304961	0	0.400544401	0
MIR646	0.179874864	0.208434987	0	0	0
MIR647	11.09603065	4.49003701	1.138482829	4.118097123	10.48655734
MIR640	0	0	0	0	0
MIR641	1.366322197	0.197907967	0	0.570472329	0.500104076
MIR643	0	0	0	0	0
IWS1	18.35327701	14.00474155	12.56382855	19.34458799	10.20813943
LINC00395	0	0	0	0	0
LINC00397	0	0	0	0	0
LINC00396	0	0	0	0	0
LINC00399	0	0	0	0	0.039863368
LINC00398	0.130637594	0.237882755	0	0.020778793	0.036431423
SLX1A-SULT1A3	0.018334675	0	0.003950493	0	0.028633155
ASAP1-IT2	0.099900958	0.028940752	0	0	0.048754607
LOC101927143	0.123032911	0.101834141	0	0.117415303	0.051466012
LOC101927141	0	0	0	0	0
AGXT2	0.085568002	0.034704003	0.235071353	0	0.087695376
DAB2	10.72293803	18.55954605	7.079041087	8.116201561	4.593673357
DAB1	0.069442946	0.041532356	0.144799088	0.092282288	0.045915756
NFIA-AS2	0.091743012	0.201988544	0.059302415	0.010214643	0.062682605
C1RL-AS1	1.539887043	0.794132512	0.3646732	1.711416986	0.695993217
MIR7154	0	0	0	0	0
MIR7155	0.603865614	0	0	0	0
MIR7156	0.281803953	0	0.303595421	0	0
LOC105372833	0	0	0	0.035995386	0
MIR7151	0	0	0	0	0
RAB5C	54.88287638	51.39141632	58.80360713	68.93396706	110.2221413
RAB5B	39.33706001	31.59606106	42.97893648	49.01282113	59.86377871
MIR7158	0.238144186	0	0	0	0
MIR7159	0	0	0	0	0
RAB29	11.76433504	5.445833844	10.84403428	5.74660495	2.695305892
THEGL	0.009430138	0	0.010159356	0	0.027613108
PSG8-AS1	0	0	0	0.100510341	0
WNT7A	0.003692561	0.025673145	0	0	0
WNT7B	3.129915219	5.197875856	13.12354469	11.19621122	0.320201263
FAHD2CP	3.658184027	1.327555547	1.761988378	1.354738493	3.609162311
OSCAR	4.194605867	2.199969276	2.526077064	1.689244117	0.681043842
CSRNP1	22.06382911	9.485542914	11.44292138	10.10982044	16.5034345
CSRNP2	19.19715343	7.323919224	9.334253099	27.77044026	11.02858577
CSRNP3	0.13187483	0.277559427	0.08263401	0.152822114	0.068299132
LOC105369438	0	0	0	0	0.014045476
COX6C	41.60330768	200.4660537	931.2121156	36.78541775	868.6749074
BUB1	10.67696874	4.066693756	5.197159015	8.295492348	2.47332639
BUB3	19.47299268	13.48840559	25.87510854	20.60381096	25.36955672
NUPR2	2.579697879	5.068807045	26.91577315	5.900557072	3.749536527
NUPR1	19.90010714	22.49349268	11.86879385	17.01734842	4.220388342
ADSSL1	1.238473477	1.801527954	0.280727195	0.951873829	1.423153312
NASP	15.11031168	10.17159724	16.58368051	11.38286026	6.796934728
LOC101928266	0.014905005	0.006908635	0.051384274	0.049785579	0.078560073
GSTZ1	2.17411567	2.35059194	1.622374965	4.661425834	9.97565157
TMEM133	1.160114584	2.026504624	0.811453199	1.089242864	0.667573643
TMEM130	0.529402237	0.470599087	0.12109961	0.327015341	0.184040016
TMEM131	7.910476774	7.57008263	8.456248894	14.93143773	3.441763621
TMEM136	1.990540009	1.793529881	2.413542828	0.973301379	2.027839198
TMEM134	5.254409757	2.710150093	2.977213752	2.351600801	12.81453035
TMEM135	9.442393292	12.42960399	8.73123531	5.396917741	6.345455729
TMEM138	3.681030843	3.228443865	3.357340668	2.20343589	1.778252866
TMEM139	0.811120583	0.229245968	14.50721957	3.891404458	0.823884405
FOXE1	0.039071605	0.01697824	0.015784857	0.005437778	0.004767023
FOXE3	0.017070406	0.019780806	0	0	0.024992581
CT45A10	0	0	0	0	0.065230966
DSG1-AS1	0.264881	0	0	0	0.028726605
SLC35C2	8.032948181	6.601288549	26.95256184	8.467606332	11.09721082
SLC35C1	4.58642971	5.971373203	4.164749616	6.109435732	5.451078919
XK	0.695037026	0.139250266	0.787272029	0.122948512	0.16484414
GNRHR2	0.69745632	1.082826852	0.722209372	0.48251404	0.667539801
XG	1.767623931	4.131881734	0.499060966	1.011179683	0.862652488
C11orf88	1.025835122	0.041814092	0.022214299	0.011479016	0.120756838
LOC101928887	0	0	0	0.07319435	0.006416576
PACRG	0.174778868	0.165024331	0.160398806	0.309915863	0.132684581
C11orf86	0	0	0.01534602	0	0
C11orf87	0	0.033298587	0.006191613	0	0
C11orf80	6.4399501	1.025179041	4.044713498	2.835088378	18.25678743
LOC101928882	1.122821209	0.710385441	0.243823223	0.562688106	1.050900962
LOC101928881	0	0.024099494	0	0	0
MUCL1	5.234790233	43.85672222	12.41583834	1.295200375	9.136301337
LOC101929134	6.52320339	4.436425474	1.213115824	2.803996373	6.583023906
CRHR2	0.042440354	0.324580989	0.032005541	0.075604766	0.136700135
CRHR1	0.097794979	0.143144393	0.022180487	0.034384634	0.035167136
C1D	3.767878603	3.682215622	3.148710957	3.695723975	3.838972615
SCGB1D1	0.037325027	0	0	0	0
SCGB1D2	4.755441709	0.489822219	75.97475412	691.6442168	41.12105762
SCGB1D4	0	0	0	0	0
CDYL	8.090279899	9.266731545	7.702787377	15.35629419	15.9133757
HCLS1	7.977713325	10.03303631	3.869902756	4.624152591	3.545014204
LOC105755953	0.046197369	0	0	0.102872059	0.090182702
TCP10L	0.396723344	0.498563263	0.192631596	0.572357564	0.589018812
TBC1D3P2	0	0.009259399	0	0.00889678	0.007799355
KRI1	10.8415601	8.471731844	8.589181915	9.851777697	8.559198627
TECPR1	2.668838232	2.560950054	1.737988347	3.212351958	3.615246074
TECPR2	3.609036561	3.361525034	2.183790593	4.608096014	6.714632663
LOC102724219	0.003862092	0.008950612	0	0.002150021	0
CDY1	0	0	0	0	0
C1S	48.4483008	88.41359277	14.82177088	40.32556069	9.334579555
COQ4	10.04519285	4.704898092	9.440846393	13.40550721	19.11573551
PAUPAR	0	0	0	0	0.005566082
FCHO2	10.24925623	8.02646496	6.638765222	8.501778817	8.048353562
FCHO1	0.973990481	0.815510123	0.460671661	0.353764979	0.214480884
URAD	0	0.084179973	0	0	0.017726568
HCG9	0.072463874	0.25190857	0.078067394	0.080681086	0.09430534
AUP1	36.87844444	44.41501095	58.02891066	45.64168475	49.64187985
LOC101927420	0.418897768	0.904626621	1.107713023	0.360399748	0.929247438
LOC100131315	0.01945712	0.022546477	0.031442564	0.032495259	0.009495647
BOK	15.92187032	24.64412279	12.17581034	3.889818284	7.422508176
PNPO	9.432207812	21.06526594	19.32993425	8.725175869	28.12102173
APBB1IP	4.752654462	7.884402866	3.752045897	2.865688428	1.102716296
SKI	16.72469382	17.27912329	8.448740994	15.86241471	10.11649677
C16orf89	0.294483086	2.995332777	0.396568765	1.129353057	1.548943538
LIMCH1	11.97991101	9.8198938	1.393598572	16.28997337	1.125855732
C16orf82	0	0	0	0	0.006711441
CLDND1	10.02761853	8.70544684	10.16058281	32.2744966	9.939388765
C16orf87	0.838256015	0.971352406	0.881050799	0.761319581	1.20621636
CLDND2	0.307156558	0.491517106	0.267878313	0.097710658	0.199868584
ZFAS1	47.4832751	33.00130797	20.38407063	26.39610818	28.43034815
GEM	35.29786071	15.95991732	14.6798934	5.204051954	18.90914663
RIC8B	4.988960299	3.330414063	2.628953293	3.084063426	3.067796868
BAHCC1	0.926169305	2.738321796	0.331244169	2.210500883	1.494410308
PCDHGA8	0.003904454	0.047506138	0.010515948	0.010868022	7.528584424
PCDHGA9	0.348917087	0.556967779	0.218634732	0.241811076	0.774955968
PCDHGA2	0.231344114	0.483703084	0.130034922	0.106390883	5.959300856
PCDHGA3	0.183785187	0.377713606	0.037357927	0.030886935	0.802156271
ICAM3	0.492918101	0.929832009	0.11732162	0.274406859	0.179020306
PCDHGA6	0.262922019	0.428517036	0.126658014	0.168978087	1.510554561
PCDHGA7	0.127363168	0.179982443	0.033466333	0.166016566	2.310420189
PCDHGA4	0.269867506	0.424973646	0.126731054	0.211869711	4.312438276
PCDHGA5	0.253638304	0.348591428	0.174754036	0.114930323	2.659894205
LOC389602	0.013334572	0	0	0	0.006507663
MIR6787	3.263223986	2.668292245	1.852961492	2.444500883	1.559524105
PHF8	7.842751544	7.960154343	4.85698797	8.44604024	13.75225193
WWC2	6.864411766	6.090584929	0.747564884	7.195129471	1.25522811
PHF6	8.3022482	3.683443535	3.095037152	13.11168306	4.823795787
PHF7	1.494057343	1.459706989	1.262423928	0.896974251	3.474156439
LOC400541	0.006785007	0	0.021929043	0	0
PHF2	16.9780683	9.791167076	8.972119662	19.53209568	20.62262537
PHF3	10.42875566	10.27786534	5.246367587	13.71194941	7.787369313
PHF1	15.65751664	12.65147045	13.72258057	20.15531406	20.86335184
C2CD4A	0.215954263	9.406861545	0	1.327900611	0.076648752
C2CD4B	0.224872059	0.372252478	0.034608724	0.238449485	0.376265764
C2CD4C	0.22376944	0.316218347	0.141116012	0.322064591	0.713834804
SH2D3C	2.997682747	6.728616019	3.56182136	2.359764482	4.300315407
RPL29P2	0.025735521	0.029821749	0.027725609	0.057307723	0.025119383
VARS2	4.681388113	6.723459344	7.978004673	5.054028288	6.780707995
CCDC162P	0.160342153	0.061933639	0.047419143	0.073510101	0.144228602
RPS26	80.92110016	31.64306997	43.22836294	45.94489595	51.98199646
RPS27	756.169969	686.7038267	655.1114217	543.9917993	321.2412715
RPS24	136.468184	143.8792545	142.3066209	144.8644339	113.5760951
RPS25	226.9389939	202.3758369	233.2032153	126.2601647	109.3338568
RPS23	140.9046579	87.88836737	113.9392749	92.51136982	70.449723
RPS20	175.8862195	199.4597847	174.3661163	129.2268049	183.6158268
RPS21	196.866093	201.4447743	296.2414675	104.7092758	180.8763515
RPS28	62.25486859	66.59178146	67.13771322	44.9628575	83.83339732
ATRN	13.04095844	11.62187576	13.13163789	12.44428716	16.95405952
OR1E2	0	0	0	0	0
OR1E1	0	0.029981467	0	0	0
CHMP1B	22.67719041	15.58962662	17.57751878	19.42351806	28.6027108
CHMP1A	26.64312312	19.12871809	30.41821703	22.3465819	42.50354608
ARHGEF9-IT1	0	0.049728144	0	0.095561355	0
PREB	19.38594223	23.84480719	23.57129553	18.55673339	16.39071312
PREP	9.065367998	7.374675836	9.761536984	13.57123645	8.69917879
RPL31P11	0.043410108	0.012575667	0.011691736	0	0.052963525
ITPK1-AS1	0.007193464	0.004167813	0.003874862	0.004004592	0.017553111
MIEN1	13.47790111	14.5493441	18.30314803	20.67364839	72.4941442
GDNF-AS1	0.010941482	0	0.00392919	0	0
LOC101928748	0	0	0	0	0
NBAS	10.33617092	7.976854469	6.658877664	11.20109794	3.928510894
NIF3L1	15.54535661	10.38373752	13.50808443	12.07303378	9.203678583
MIR6862-1	0	0	0	0	0
MIR6862-2	0	0	0	0	0
TMBIM4	15.68211411	9.65673198	22.49115897	19.84035742	15.38645077
MIR3910-1	0	0	0	0	0
DRD4	0.5380414	0.318367861	0.110996295	0.522578917	0.435771121
DRD5	0	0	0.015635816	0	0
DRD2	0.272314215	0.105183883	0.031115197	0.022969237	0.173169274
DRD3	0	0.009325506	0	0	0.007855038
DRD1	0.025024525	0.072494655	0.013479816	0.065011893	0.073276226
LINC02053	0	0	0	0	0
SLC25A3P1	0	0	0	0	0
GLG1	12.14886378	15.10392205	9.611954526	12.1563849	7.464029407
TTC9C	6.535475947	5.36831879	4.929283577	4.144888335	5.062212689
TTC9B	0.072195718	0.09202467	0.178890556	0.048229514	0.098654177
NOSIP	8.215301684	7.093658881	8.245960377	4.608900735	12.06677673
ST7-AS1	0.841383957	1.006093282	0.385722081	0.548124551	0.279571151
ST7-AS2	0	0.006836318	0.006355801	0.013137186	0
LINC00158	0.016683016	0.009665954	0	0.02786224	0.048850817
ENTPD7	11.27215813	9.129418229	4.184087838	8.43213324	3.452318127
ENTPD6	15.35929412	15.61693368	18.4174763	14.58479387	26.52260235
ENTPD5	7.68274849	2.3747812	3.466235417	4.699594906	5.444431999
ENTPD4	11.45327222	9.505213733	10.21153342	13.59684939	10.24455836
ENTPD3	2.431972303	1.63613722	0.503436092	0.548263748	0.147133146
ENTPD2	7.095936989	2.983953056	6.427044729	8.422537527	5.791558479
ENTPD1	5.585850072	6.533201547	3.911129878	3.108990109	2.262759237
ENTPD8	1.079122331	0.511238988	1.072646727	0.736826566	4.643773176
SNAPC3	5.438765702	3.608444954	4.608436778	13.09961167	7.185067981
SNAPC2	11.01571653	12.76476703	10.40117913	8.264432627	39.41020158
SNAPC1	3.558623715	2.367965849	1.63228261	3.4943578	4.8093593
SNAPC5	5.061014798	5.520993368	8.719444417	7.840868177	4.933270575
SNAPC4	5.521332543	3.218552387	2.63964402	4.482819383	7.43478077
RSPH10B	0.006772777	0	0.010944758	0.007540792	0.003305314
GHET1	0.345971275	0.503699659	0.382281747	0.562989743	0.813915447
MIR3074	0	0	0	0	0
HESX1	0.975475222	0.879168086	0.27732274	0.226269073	0.899225598
ZFP14	3.212067574	1.496348292	1.63584996	3.388461136	7.013484636
ARNTL2-AS1	0	0	0	0.070244727	0
MHENCR	3.504079118	3.179869588	1.205285192	1.269140686	3.502601579
LUADT1	0	0	0	0	0
CAGE1	0.009628837	0.016736522	0.02593355	0.005360361	0.056389867
PROCR	6.535008587	32.86314652	11.29699282	5.586227552	5.962294214
ODF3	0.010873464	0	0	0.012106487	0
ODF2	12.47289951	4.888261784	8.396956414	29.8535585	17.43793212
ODF1	0	0	0	0	0
GSG1L2	0	0	0	0.021344203	0
ODF4	0.073132514	0.016948866	0	0	0.014276327
LINC00845	0	0	0.052344038	0	0
LINC00847	10.11874936	7.16462341	5.383775302	8.733598791	10.85876204
LINC00840	0.128482045	0.595528534	0.452163393	0.076294172	0.083604025
ATP2B2-IT2	0	0	0	0	0
KIF3B	24.10871375	18.70040588	10.93301682	24.55685678	39.01278871
KIF3C	4.658149367	7.392850112	4.867578624	1.831694613	3.644519191
KIF3A	5.03796455	3.258817214	2.302191517	4.736583513	6.894875112
LINC00851	0	0	0	0	0.022484243
LOC105376594	0	0	0	0	0
TMEFF2	0	0.011817183	0.002746641	0	0.002488455
STAMBP	8.102687319	7.123992682	6.325101797	8.997055601	6.019958959
MUTYH	2.7207166	2.175316891	2.84256649	1.42070814	2.250276436
AATBC	0.437102562	0.140695754	0.089695816	0.112011083	0.169300723
LOC401312	0.013046479	0	0	0	0
LINC02125	0.007692556	0	0.058011864	0	0.007508387
SUCNR1	0.497420037	1.279325193	0.309331857	0.675397758	0.363146609
FAM209B	0.219271087	0.254086454	0.393711641	0.271262058	0.974986764
TBXA2R	0.429819134	0.778664752	1.584826795	0.680767731	1.79629219
SEL1L	29.74816749	33.93244833	15.09433621	26.22662832	36.15424436
FAM209A	0.133838289	0.172320921	0.128166932	0.082786222	0.029029788
CGB8	0	0	0	0	0
CGB5	0	0	0.021659602	0	0
CGB7	0.029961436	0.017359323	0.037658026	0.011119661	0.009748042
CGB1	0	0	0	0	0
PDSS1	3.156780856	2.415287055	1.910088838	2.031815256	1.899372257
CGB3	0.019279632	0.089363233	0	0	0
SNORD99	2.284896917	3.177225206	1.723109147	0.763199467	0.669058155
SNORD94	2.344938004	1.859179226	0.79776899	1.923782598	1.325093281
SNORD95	0	0	0	0	0
MIR1323	0	0	0	0	0
SNORD97	0	0	0	0	0
KIAA2013	14.98087336	18.38662131	13.49107357	12.51405209	21.24672579
KIAA2012	0.042203955	0.012869738	0.112472292	0.093979545	0.002168081
SNORD92	0	0.230504574	0	0	0.194158053
SNORD93	0.228489692	0.264768767	0	0	0.223019385
CNTLN	1.858316741	0.897830315	1.129427651	1.553485249	0.386333111
MIR3199-1	0	0	0	0.213927123	0.187539028
PPP1R27	0.011668901	0.094651637	0.012571239	0	0.079726737
EMP2	27.98644903	35.27079563	28.88230905	17.64655835	30.72766102
CENPVL1	0	0.014610655	0	0	0
EMP1	31.32920754	33.37640353	17.43485212	18.21552063	14.87162004
LINC02120	0	0	0	0	0
TMSB4X	678.2632742	452.5210363	339.2612057	493.4732862	214.7188783
TMSB4Y	0.030392278	0	0.010914155	0	0.009888217
CCDC22	12.5400519	8.628346882	15.08806496	12.39825016	15.81469816
CCDC25	9.915158795	9.146306626	12.42712673	10.60031912	33.96754457
CCDC24	6.750925315	3.462108651	4.89477142	4.216422941	5.368027653
CCDC27	0.021882964	0.109882465	0.01571676	0.064971827	0.099675618
CCDC26	0.008341508	0.019331908	0	0.037149653	0
VHL	20.3356368	14.12380802	12.79813596	15.92556172	20.20916652
FIBIN	10.67016206	10.84786876	3.797292573	9.189373147	3.976833803
LINC02142	0	0	0	0	0
LINC02143	0	0	0	0	0
LINC02140	0	0	0	0	0
LINC02141	0	0.00297493	0	0	0.002505836
LINC02145	0.040491844	0.013406014	0.006231859	0.006440502	0.095983026
CDKN3	4.632267596	4.791507112	5.764344433	5.998348751	7.577557342
LINC02148	0	0	0.014894297	0	0.013494223
ZEB2-AS1	0.050415914	0.138749492	0.040735875	0.007016618	0.030755562
HNMT	12.94070298	12.3341272	8.556335206	12.500253	2.602518056
UBE2G2	11.88931946	11.26829783	11.96300744	11.00027862	16.43642001
UBE2G1	10.56066368	8.387085895	12.21204053	14.49557745	17.74691866
KCTD20	16.91094728	22.24337733	14.83768485	29.26278911	13.03028023
KCTD21	2.947977953	3.877171072	4.282707741	3.553532964	3.935617304
LOC100506688	0.07769437	0.489540874	0.031388384	0.021626177	0.156408196
LOC101929798	0	0	0.032939829	0	0
DISC1-IT1	0.044378575	0.025712452	0	0	0
NEDD8-MDP1	0.016087761	0.055926419	0	0.125384499	0.047107805
LOC100506682	0	0.163785904	0	0	0.017244968
CYP20A1	3.680599756	2.897552476	2.517728654	6.146955144	1.928738216
RANBP3L	1.201626134	0.501037298	0.189577872	0.604568356	1.599797694
HEPHL1	0.088574489	0.03665648	0.054527896	0.014088372	0.018525839
LRRC3-AS1	0.064699887	0	0.023234343	0	0.042100598
LOC729603	0.459022728	0.494359059	0.110539374	0.462973551	0.131774469
SGPL1	30.78085178	18.1324517	15.59018859	21.41328774	5.992029784
APBB1	5.552247223	3.71009507	6.790950208	4.225346247	2.772602172
APBB2	16.10432594	21.01441667	7.031247456	8.256173547	8.712835131
RNF20	15.25127317	12.53043291	18.94528563	18.7092805	14.4079835
LINC01495	0	0	0	0	0
LINC01494	0	0	0	0	0
LINC01497	0	0.108849382	0.025299618	0	0
LINC01491	0	0	0	0	0
LINC01490	0	0	0.012324577	0	0
LINC01493	0	0	0	0	0
LINC01492	0.003824528	0	0	0	0
LINC01499	0	0.014956404	0	0	0
LINC01498	0	0.012467635	0.017386947	0	0.015752562
WDR7	2.438087215	2.283381774	1.758431488	2.363094564	1.267149138
WDR6	40.83925841	16.35326519	26.6161144	20.95517812	70.36362513
WDR5	12.34222108	12.22868368	9.396483244	15.9828143	26.78567903
WDR4	4.952668453	3.141445643	3.466177086	4.73046156	3.984211177
WDR3	4.006964239	5.527959566	6.484975476	5.461710404	2.838108881
DIAPH1	26.18365394	25.34459955	29.68736247	24.30951592	17.89464466
DIAPH2	1.29246211	3.998590598	1.260795225	1.395656072	0.784561179
DIAPH3	3.160831776	1.638363891	2.521945707	3.14321687	1.605100531
SMR3B	0.941963075	0	0	0	0
GUSBP11	0.165210256	0.086747141	0.044496428	0.212686019	0.098264724
SMR3A	0	0	0	0	0
COX6A1	88.29018496	72.64238448	167.953324	42.49764174	147.2661383
COX6A2	0.750088156	0.036216061	0.067340944	0	0.030505424
LINC01729	0	0	0	0	0
LINC01728	0	0	0	0	0
POU2AF1	0.360234827	0.536320984	0.110532313	0.142156535	0.269271248
LINC01723	0	0	0	0	0
LINC01722	0	0	0	0	0.016323872
LINC01721	0	0	0	0	0
LINC01720	0	0	0	0	0
LINC01726	0.013494204	0.031273565	0	0	0
LINC01725	0.065451241	0.108347772	0.090658909	0.128395708	0.012168431
XRRA1	1.825553674	1.446932464	1.936648757	5.567285039	0.566703892
NDNF	0.955724318	2.104747894	0.210023829	1.826441919	0.102102238
MAGEE2	0.075181135	0.043559112	0.016198955	0.058594534	0.044028727
MAGEE1	1.700139552	2.245355848	7.025348587	3.24132005	3.205212485
XIST	25.8361529	16.46388546	3.877844679	12.71253692	6.010658322
CD27-AS1	8.600349317	3.61873935	3.674118728	6.44076806	9.894319421
FAM118A	3.461099535	2.142220025	2.383261352	4.009688108	3.745711945
LOC105371795	0.660422536	0.411442435	0.42842529	0.324170122	1.233772088
SNX31	0.021477596	0.118216858	0.017353819	0.011956549	0.041926795
SNX30	3.427503254	3.010515557	1.266510523	2.425960924	6.190569703
SNX33	7.024688452	7.386479919	6.853643884	6.347288273	7.629334978
SNX32	0.200374974	0.380396479	0.045929716	0.132908833	0.565927154
IRGQ	3.695518048	4.842137573	3.918531233	4.261461244	2.648843879
CHRAC1	9.542576759	6.066020091	10.93164246	11.49723814	13.52371715
IRGC	0	0.022076494	0	0	0
IRGM	0.007445283	0.025882284	0.01604203	0.008289558	0.007267034
LOC105371242	0	0	0.023204746	0	0
APELA	0.082105393	0.152227041	0.017690895	0.493646013	2.249254103
LINC00458	0.027673056	0.024050191	0	0	0.141805288
C1orf145	0.602706563	0.214893214	0.25473046	0.185829758	0.126705831
C1orf146	0	0.036932872	0.01716845	0	0
C1orf140	0.007791814	0.00451449	0.004197172	0	0
LINC00457	0.136356752	0	0	0	0.066546107
LOC105378325	0	0	0	0	0
GABRR1	0.022377233	0.015558144	0.014464578	0	0.100470882
GABRR2	0.060657353	0.254795414	0.008168487	0.15195541	0.103609006
GABRR3	0.002964797	0.003435541	0	0	0
LOC105378328	0	0	0.036070743	0	0
TRIM59	1.354378821	0.906778323	1.181184982	2.714331276	0.902285675
TRIM58	0.734000994	2.594159226	2.530432533	0.507853041	3.715191766
TRIM55	0.027439528	0.178059359	1.755946252	0.00611022	0.021426075
TRIM54	0.042821151	0.007088599	0	0	0.035825111
TRIM56	11.24390963	9.425559575	3.78889694	11.89720476	6.940807187
TRIM51	0	0	0	0	0
TRIM50	0	0.02360589	0.021946657	0.015120953	0.053023083
TRIM52	3.048223803	2.218457232	1.154791483	1.795918526	1.790680488
CCNDBP1	7.71721015	7.888390293	5.603785635	9.571229382	8.948661206
NUS1	4.172819871	5.216669486	4.748710243	9.863705684	7.122311979
NREP	14.0253076	9.690474492	4.834375839	10.22836051	3.200998166
ATP6V1E1	22.70399346	22.50864245	44.30300304	41.13847886	37.55404817
ATP6V1E2	1.731470058	2.084270961	1.11025242	1.001323094	1.599424278
KRTCAP2	5.395963828	8.02458356	8.579387592	5.668341885	6.414168086
KRTCAP3	11.65378857	7.122147735	18.63119441	6.870064481	17.67973061
EPHA1	4.118993762	3.059189689	6.989173268	5.258277163	2.89062903
RPL23	65.86265999	113.2383115	98.59767799	106.4957056	77.4024603
MYOG	0	0.012822571	0.357638585	0	0.270016926
MAB21L1	0.591899981	2.038229842	0.36696144	0.230035242	0.228911575
MAB21L2	0.134192359	0.014136283	0	0.006791337	0.00595362
MAB21L3	0.031157685	0.216628991	0.704908287	0.046254513	0.005068622
HSD17B8	6.52649292	9.855005538	13.12901121	9.420831677	33.85247623
LOC101059948	0.068593254	0.278195175	0	0.038185775	0.334755264
PRMT3	2.696905584	2.336667912	2.908785103	3.305755145	5.026196897
HSD17B1	0.406419275	0.640629979	1.274907601	0.961575574	1.452582252
HSD17B2	0.037180417	0.034877394	0.011444435	0.017741391	0.01036865
HSD17B3	0.032895403	0.028588845	0.079738097	0.045782069	0.305024568
HSD17B4	23.85148123	13.52530604	21.19450867	31.60164421	9.700354282
HSD17B6	2.865172235	0.862363062	2.733962287	2.394627905	0.755438903
HSD17B7	3.94006206	2.684282773	4.509761274	2.519816668	4.349959578
ALDH3B2	17.07026357	0.163526429	2.004574403	17.86539463	180.7725507
ALDH3B1	1.778605693	1.540581806	3.183490772	1.2160204	2.062306635
LOC101929584	0	0	0	0	0
LOC101929586	0.013419236	0	0.007228462	0.014940942	0.006548982
ZNF219	3.197350437	2.164927671	1.058197545	3.199137756	8.075044758
PARD3	10.32199464	10.29431374	9.089683265	7.029606513	8.481037196
LOC101928185	0.019764158	0	0.031938735	0.011002681	0
PSKH2	0.040693712	0.011788742	0	0	0.009929864
PSKH1	8.362711227	8.641168444	5.358913392	7.663722683	14.18374129
